engine,part,src,dst,count,sum,prob
DDi75E300-60,尿素供液软管总成,524022_2,132_3,1,1,1
DDi75E300-60,尿素供液软管总成,5285_18,171_1,1,2,0.5
DDi75E300-60,尿素供液软管总成,5285_18,171_4,1,2,0.5
DDi75E300-60,尿素供液软管总成,5491_3,4346_5,1,1,1
DDi75E300-60,尿素供液软管总成,5491_5,1721_9,1,5,0.2
DDi75E300-60,尿素供液软管总成,5491_5,3226_9,1,5,0.2
DDi75E300-60,尿素供液软管总成,5491_5,3251_9,1,5,0.2
DDi75E300-60,尿素供液软管总成,5491_5,51_5,1,5,0.2
DDi75E300-60,尿素供液软管总成,5491_5,523014_8,1,5,0.2
DDi75E300-60,尿素供液软管总成,5743_9,1761_9,1,4,0.25
DDi75E300-60,尿素供液软管总成,5743_9,3226_9,1,4,0.25
DDi75E300-60,尿素供液软管总成,5743_9,520291_22,1,4,0.25
DDi75E300-60,尿素供液软管总成,5743_9,5491_3,1,4,0.25
DDi75E300-60,尿素供液软管总成,597_7,1624_2,16,61,0.262295082
DDi75E300-60,尿素供液软管总成,597_7,171_1,1,61,0.016393443
DDi75E300-60,尿素供液软管总成,597_7,171_3,1,61,0.016393443
DDi75E300-60,尿素供液软管总成,597_7,171_4,4,61,0.06557377
DDi75E300-60,尿素供液软管总成,597_7,1720_9,14,61,0.229508197
DDi75E300-60,尿素供液软管总成,597_7,1761_17,6,61,0.098360656
DDi75E300-60,尿素供液软管总成,597_7,3364_17,2,61,0.032786885
DDi75E300-60,尿素供液软管总成,597_7,3364_9,1,61,0.016393443
DDi75E300-60,尿素供液软管总成,597_7,518001_5,1,61,0.016393443
DDi75E300-60,尿素供液软管总成,597_7,518115_13,1,61,0.016393443
DDi75E300-60,尿素供液软管总成,597_7,520524_2,1,61,0.016393443
DDi75E300-60,尿素供液软管总成,597_7,520540_2,1,61,0.016393443
DDi75E300-60,尿素供液软管总成,597_7,520591_2,1,61,0.016393443
DDi75E300-60,尿素供液软管总成,597_7,523013_8,1,61,0.016393443
DDi75E300-60,尿素供液软管总成,597_7,523023_12,1,61,0.016393443
DDi75E300-60,尿素供液软管总成,597_7,523025_12,1,61,0.016393443
DDi75E300-60,尿素供液软管总成,597_7,523026_12,1,61,0.016393443
DDi75E300-60,尿素供液软管总成,597_7,524018_12,5,61,0.081967213
DDi75E300-60,尿素供液软管总成,597_7,604_21,2,61,0.032786885
DDi75E300-60,尿素供液软管总成,601_4,1761_17,1,2,0.5
DDi75E300-60,尿素供液软管总成,601_4,792_2,1,2,0.5
DDi75E300-60,尿素供液软管总成,604_20,1721_9,1,4,0.25
DDi75E300-60,尿素供液软管总成,604_20,1761_17,1,4,0.25
DDi75E300-60,尿素供液软管总成,604_20,3361_22,1,4,0.25
DDi75E300-60,尿素供液软管总成,604_20,523014_8,1,4,0.25
DDi75E300-60,尿素供液软管总成,604_21,1127_1,1,23,0.043478261
DDi75E300-60,尿素供液软管总成,604_21,1624_2,1,23,0.043478261
DDi75E300-60,尿素供液软管总成,604_21,171_4,2,23,0.086956522
DDi75E300-60,尿素供液软管总成,604_21,1761_1,1,23,0.043478261
DDi75E300-60,尿素供液软管总成,604_21,1761_17,4,23,0.173913043
DDi75E300-60,尿素供液软管总成,604_21,518112_5,3,23,0.130434783
DDi75E300-60,尿素供液软管总成,604_21,520208_4,1,23,0.043478261
DDi75E300-60,尿素供液软管总成,604_21,520467_2,2,23,0.086956522
DDi75E300-60,尿素供液软管总成,604_21,520524_2,1,23,0.043478261
DDi75E300-60,尿素供液软管总成,604_21,523026_12,1,23,0.043478261
DDi75E300-60,尿素供液软管总成,604_21,597_7,3,23,0.130434783
DDi75E300-60,尿素供液软管总成,604_21,790_10,1,23,0.043478261
DDi75E300-60,尿素供液软管总成,604_21,791_2,1,23,0.043478261
DDi75E300-60,尿素供液软管总成,604_21,792_2,1,23,0.043478261
DDi75E300-60,尿素供液软管总成,639_11,1624_2,2,6,0.333333333
DDi75E300-60,尿素供液软管总成,639_11,1721_9,1,6,0.166666667
DDi75E300-60,尿素供液软管总成,639_11,1722_9,1,6,0.166666667
DDi75E300-60,尿素供液软管总成,639_11,523023_12,1,6,0.166666667
DDi75E300-60,尿素供液软管总成,639_11,523036_8,1,6,0.166666667
DDi75E300-60,尿素供液软管总成,639_9,521023_2,1,3,0.333333333
DDi75E300-60,尿素供液软管总成,639_9,523036_8,1,3,0.333333333
DDi75E300-60,尿素供液软管总成,639_9,639_11,1,3,0.333333333
DDi75E300-60,尿素供液软管总成,789_1,1624_2,1,8,0.125
DDi75E300-60,尿素供液软管总成,789_1,1720_9,1,8,0.125
DDi75E300-60,尿素供液软管总成,789_1,1761_17,1,8,0.125
DDi75E300-60,尿素供液软管总成,789_1,518107_5,1,8,0.125
DDi75E300-60,尿素供液软管总成,789_1,789_5,3,8,0.375
DDi75E300-60,尿素供液软管总成,789_1,790_10,1,8,0.125
DDi75E300-60,尿素供液软管总成,789_10,523009_8,1,6,0.166666667
DDi75E300-60,尿素供液软管总成,789_10,790_10,5,6,0.833333333
DDi75E300-60,尿素供液软管总成,789_2,1721_9,1,6,0.166666667
DDi75E300-60,尿素供液软管总成,789_2,790_2,1,6,0.166666667
DDi75E300-60,尿素供液软管总成,789_2,791_2,1,6,0.166666667
DDi75E300-60,尿素供液软管总成,789_2,792_2,2,6,0.333333333
DDi75E300-60,尿素供液软管总成,789_2,792_7,1,6,0.166666667
DDi75E300-60,尿素供液软管总成,789_5,1624_2,1,3,0.333333333
DDi75E300-60,尿素供液软管总成,789_5,523013_8,1,3,0.333333333
DDi75E300-60,尿素供液软管总成,789_5,789_1,1,3,0.333333333
DDi75E300-60,尿素供液软管总成,790_10,1720_9,1,8,0.125
DDi75E300-60,尿素供液软管总成,790_10,4203_2,1,8,0.125
DDi75E300-60,尿素供液软管总成,790_10,518110_5,1,8,0.125
DDi75E300-60,尿素供液软管总成,790_10,518115_13,1,8,0.125
DDi75E300-60,尿素供液软管总成,790_10,523009_8,1,8,0.125
DDi75E300-60,尿素供液软管总成,790_10,789_1,1,8,0.125
DDi75E300-60,尿素供液软管总成,790_10,789_10,1,8,0.125
DDi75E300-60,尿素供液软管总成,790_10,尿素供液软管总成,1,8,0.125
DDi75E300-60,尿素供液软管总成,790_2,792_2,1,2,0.5
DDi75E300-60,尿素供液软管总成,790_2,792_5,1,2,0.5
DDi75E300-60,尿素供液软管总成,791_2,4346_5,2,122,0.016393443
DDi75E300-60,尿素供液软管总成,791_2,520277_4,1,122,0.008196721
DDi75E300-60,尿素供液软管总成,791_2,791_5,89,122,0.729508197
DDi75E300-60,尿素供液软管总成,791_2,792_2,17,122,0.139344262
DDi75E300-60,尿素供液软管总成,791_2,792_5,6,122,0.049180328
DDi75E300-60,尿素供液软管总成,791_2,792_7,7,122,0.057377049
DDi75E300-60,尿素供液软管总成,791_5,1127_1,1,125,0.008
DDi75E300-60,尿素供液软管总成,791_5,1761_17,1,125,0.008
DDi75E300-60,尿素供液软管总成,791_5,3251_16,1,125,0.008
DDi75E300-60,尿素供液软管总成,791_5,4375_10,2,125,0.016
DDi75E300-60,尿素供液软管总成,791_5,520277_4,1,125,0.008
DDi75E300-60,尿素供液软管总成,791_5,791_2,10,125,0.08
DDi75E300-60,尿素供液软管总成,791_5,791_7,52,125,0.416
DDi75E300-60,尿素供液软管总成,791_5,792_1,2,125,0.016
DDi75E300-60,尿素供液软管总成,791_5,792_2,35,125,0.28
DDi75E300-60,尿素供液软管总成,791_5,792_5,14,125,0.112
DDi75E300-60,尿素供液软管总成,791_5,792_7,6,125,0.048
DDi75E300-60,尿素供液软管总成,791_7,1624_2,1,69,0.014492754
DDi75E300-60,尿素供液软管总成,791_7,4346_5,4,69,0.057971014
DDi75E300-60,尿素供液软管总成,791_7,4375_10,4,69,0.057971014
DDi75E300-60,尿素供液软管总成,791_7,4375_12,1,69,0.014492754
DDi75E300-60,尿素供液软管总成,791_7,520277_4,2,69,0.028985507
DDi75E300-60,尿素供液软管总成,791_7,523004_4,1,69,0.014492754
DDi75E300-60,尿素供液软管总成,791_7,789_2,2,69,0.028985507
DDi75E300-60,尿素供液软管总成,791_7,791_2,13,69,0.188405797
DDi75E300-60,尿素供液软管总成,791_7,791_5,1,69,0.014492754
DDi75E300-60,尿素供液软管总成,791_7,792_1,2,69,0.028985507
DDi75E300-60,尿素供液软管总成,791_7,792_2,24,69,0.347826087
DDi75E300-60,尿素供液软管总成,791_7,792_5,11,69,0.15942029
DDi75E300-60,尿素供液软管总成,791_7,792_7,3,69,0.043478261
DDi75E300-60,尿素供液软管总成,792_1,1241_0,1,12,0.083333333
DDi75E300-60,尿素供液软管总成,792_1,1761_17,1,12,0.083333333
DDi75E300-60,尿素供液软管总成,792_1,4375_10,1,12,0.083333333
DDi75E300-60,尿素供液软管总成,792_1,791_2,3,12,0.25
DDi75E300-60,尿素供液软管总成,792_1,791_5,1,12,0.083333333
DDi75E300-60,尿素供液软管总成,792_1,792_2,4,12,0.333333333
DDi75E300-60,尿素供液软管总成,792_1,792_7,1,12,0.083333333
DDi75E300-60,尿素供液软管总成,792_2,168_3,1,182,0.005494505
DDi75E300-60,尿素供液软管总成,792_2,1761_17,1,182,0.005494505
DDi75E300-60,尿素供液软管总成,792_2,4346_5,3,182,0.016483516
DDi75E300-60,尿素供液软管总成,792_2,4375_12,1,182,0.005494505
DDi75E300-60,尿素供液软管总成,792_2,520277_4,4,182,0.021978022
DDi75E300-60,尿素供液软管总成,792_2,520524_2,2,182,0.010989011
DDi75E300-60,尿素供液软管总成,792_2,521021_2,1,182,0.005494505
DDi75E300-60,尿素供液软管总成,792_2,523027_12,1,182,0.005494505
DDi75E300-60,尿素供液软管总成,792_2,790_2,1,182,0.005494505
DDi75E300-60,尿素供液软管总成,792_2,791_2,22,182,0.120879121
DDi75E300-60,尿素供液软管总成,792_2,791_5,8,182,0.043956044
DDi75E300-60,尿素供液软管总成,792_2,791_7,7,182,0.038461538
DDi75E300-60,尿素供液软管总成,792_2,792_1,1,182,0.005494505
DDi75E300-60,尿素供液软管总成,792_2,792_5,110,182,0.604395604
DDi75E300-60,尿素供液软管总成,792_2,792_7,17,182,0.093406593
DDi75E300-60,尿素供液软管总成,792_2,801_2,1,182,0.005494505
DDi75E300-60,尿素供液软管总成,792_2,尿素供液软管总成,1,182,0.005494505
DDi75E300-60,尿素供液软管总成,792_5,1761_17,2,160,0.0125
DDi75E300-60,尿素供液软管总成,792_5,4375_10,8,160,0.05
DDi75E300-60,尿素供液软管总成,792_5,520524_2,2,160,0.0125
DDi75E300-60,尿素供液软管总成,792_5,604_21,1,160,0.00625
DDi75E300-60,尿素供液软管总成,792_5,791_2,12,160,0.075
DDi75E300-60,尿素供液软管总成,792_5,791_5,6,160,0.0375
DDi75E300-60,尿素供液软管总成,792_5,791_7,3,160,0.01875
DDi75E300-60,尿素供液软管总成,792_5,792_1,1,160,0.00625
DDi75E300-60,尿素供液软管总成,792_5,792_2,20,160,0.125
DDi75E300-60,尿素供液软管总成,792_5,792_7,103,160,0.64375
DDi75E300-60,尿素供液软管总成,792_5,794_2,1,160,0.00625
DDi75E300-60,尿素供液软管总成,792_5,810_2,1,160,0.00625
DDi75E300-60,尿素供液软管总成,792_7,132_3,1,143,0.006993007
DDi75E300-60,尿素供液软管总成,792_7,1761_17,4,143,0.027972028
DDi75E300-60,尿素供液软管总成,792_7,4375_10,6,143,0.041958042
DDi75E300-60,尿素供液软管总成,792_7,518001_5,1,143,0.006993007
DDi75E300-60,尿素供液软管总成,792_7,518006_5,1,143,0.006993007
DDi75E300-60,尿素供液软管总成,792_7,520291_22,1,143,0.006993007
DDi75E300-60,尿素供液软管总成,792_7,523006_4,1,143,0.006993007
DDi75E300-60,尿素供液软管总成,792_7,523009_8,1,143,0.006993007
DDi75E300-60,尿素供液软管总成,792_7,523023_12,1,143,0.006993007
DDi75E300-60,尿素供液软管总成,792_7,523026_12,1,143,0.006993007
DDi75E300-60,尿素供液软管总成,792_7,791_2,33,143,0.230769231
DDi75E300-60,尿素供液软管总成,792_7,791_5,13,143,0.090909091
DDi75E300-60,尿素供液软管总成,792_7,791_7,3,143,0.020979021
DDi75E300-60,尿素供液软管总成,792_7,792_1,5,143,0.034965035
DDi75E300-60,尿素供液软管总成,792_7,792_2,55,143,0.384615385
DDi75E300-60,尿素供液软管总成,792_7,792_5,14,143,0.097902098
DDi75E300-60,尿素供液软管总成,792_7,801_2,1,143,0.006993007
DDi75E300-60,尿素供液软管总成,792_7,810_2,1,143,0.006993007
DDi75E300-60,尿素供液软管总成,794_2,791_5,1,1,1
DDi75E300-60,尿素供液软管总成,796_5,523036_8,1,1,1
DDi75E300-60,尿素供液软管总成,801_2,791_2,2,2,1
DDi75E300-60,尿素供液软管总成,806_5,521031_2,1,1,1
DDi75E300-60,尿素供液软管总成,810_2,811_2,2,2,1
DDi75E300-60,尿素供液软管总成,811_2,791_5,1,2,0.5
DDi75E300-60,尿素供液软管总成,811_2,792_2,1,2,0.5
DDi75E300-60,尿素供液软管总成,91_4,4375_11,1,1,1
DDi75E300-60,尿素供液软管总成,940_5,1067_2,1,1,1
DDi75E300-60,尿素供液软管总成,98_4,171_3,2,17,0.117647059
DDi75E300-60,尿素供液软管总成,98_4,4346_5,1,17,0.058823529
DDi75E300-60,尿素供液软管总成,98_4,520467_2,1,17,0.058823529
DDi75E300-60,尿素供液软管总成,98_4,520511_2,1,17,0.058823529
DDi75E300-60,尿素供液软管总成,98_4,520519_2,1,17,0.058823529
DDi75E300-60,尿素供液软管总成,98_4,520521_2,1,17,0.058823529
DDi75E300-60,尿素供液软管总成,98_4,520524_2,10,17,0.588235294
DDi75E300-60,尿素液位及温度传感器总成,100_16,102_3,1,2,0.5
DDi75E300-60,尿素液位及温度传感器总成,100_16,604_21,1,2,0.5
DDi75E300-60,尿素液位及温度传感器总成,102_16,524016_0,1,1,1
DDi75E300-60,尿素液位及温度传感器总成,102_3,3510_0,1,2,0.5
DDi75E300-60,尿素液位及温度传感器总成,102_3,524003_3,1,2,0.5
DDi75E300-60,尿素液位及温度传感器总成,105_4,520524_2,1,1,1
DDi75E300-60,尿素液位及温度传感器总成,1127_1,171_4,1,5,0.2
DDi75E300-60,尿素液位及温度传感器总成,1127_1,3251_16,1,5,0.2
DDi75E300-60,尿素液位及温度传感器总成,1127_1,518123_13,1,5,0.2
DDi75E300-60,尿素液位及温度传感器总成,1127_1,518123_6,1,5,0.2
DDi75E300-60,尿素液位及温度传感器总成,1127_1,792_2,1,5,0.2
DDi75E300-60,尿素液位及温度传感器总成,1241_0,3364_17,1,1,1
DDi75E300-60,尿素液位及温度传感器总成,1241_1,520291_22,1,6,0.166666667
DDi75E300-60,尿素液位及温度传感器总成,1241_1,523013_8,1,6,0.166666667
DDi75E300-60,尿素液位及温度传感器总成,1241_1,604_21,1,6,0.166666667
DDi75E300-60,尿素液位及温度传感器总成,1241_1,792_2,1,6,0.166666667
DDi75E300-60,尿素液位及温度传感器总成,1241_1,934_5,2,6,0.333333333
DDi75E300-60,尿素液位及温度传感器总成,132_3,132_6,1,1,1
DDi75E300-60,尿素液位及温度传感器总成,132_6,168_4,1,1,1
DDi75E300-60,尿素液位及温度传感器总成,157_3,518114_5,1,1,1
DDi75E300-60,尿素液位及温度传感器总成,1624_2,171_1,2,185,0.010810811
DDi75E300-60,尿素液位及温度传感器总成,1624_2,171_4,7,185,0.037837838
DDi75E300-60,尿素液位及温度传感器总成,1624_2,1720_9,111,185,0.6
DDi75E300-60,尿素液位及温度传感器总成,1624_2,1721_9,2,185,0.010810811
DDi75E300-60,尿素液位及温度传感器总成,1624_2,1722_9,2,185,0.010810811
DDi75E300-60,尿素液位及温度传感器总成,1624_2,1761_1,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,1761_17,6,185,0.032432432
DDi75E300-60,尿素液位及温度传感器总成,1624_2,3363_5,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,3364_17,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,3364_7,3,185,0.016216216
DDi75E300-60,尿素液位及温度传感器总成,1624_2,4363_14,2,185,0.010810811
DDi75E300-60,尿素液位及温度传感器总成,1624_2,518006_5,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,518112_5,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,518114_5,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,51_1,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,520291_22,3,185,0.016216216
DDi75E300-60,尿素液位及温度传感器总成,1624_2,520522_2,2,185,0.010810811
DDi75E300-60,尿素液位及温度传感器总成,1624_2,520524_2,9,185,0.048648649
DDi75E300-60,尿素液位及温度传感器总成,1624_2,520590_2,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,521022_2,2,185,0.010810811
DDi75E300-60,尿素液位及温度传感器总成,1624_2,521024_2,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,523009_8,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,523014_8,7,185,0.037837838
DDi75E300-60,尿素液位及温度传感器总成,1624_2,523023_12,2,185,0.010810811
DDi75E300-60,尿素液位及温度传感器总成,1624_2,523024_12,2,185,0.010810811
DDi75E300-60,尿素液位及温度传感器总成,1624_2,523028_12,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,523036_8,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,524018_12,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,601_4,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,604_21,4,185,0.021621622
DDi75E300-60,尿素液位及温度传感器总成,1624_2,639_11,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,791_2,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,1624_2,792_2,2,185,0.010810811
DDi75E300-60,尿素液位及温度传感器总成,1624_2,792_5,1,185,0.005405405
DDi75E300-60,尿素液位及温度传感器总成,167_4,444_4,1,1,1
DDi75E300-60,尿素液位及温度传感器总成,168_4,105_4,1,4,0.25
DDi75E300-60,尿素液位及温度传感器总成,168_4,518123_6,1,4,0.25
DDi75E300-60,尿素液位及温度传感器总成,168_4,518151_1,2,4,0.5
DDi75E300-60,尿素液位及温度传感器总成,171_1,1720_9,1,6,0.166666667
DDi75E300-60,尿素液位及温度传感器总成,171_1,51_1,1,6,0.166666667
DDi75E300-60,尿素液位及温度传感器总成,171_1,520524_2,2,6,0.333333333
DDi75E300-60,尿素液位及温度传感器总成,171_1,523025_12,1,6,0.166666667
DDi75E300-60,尿素液位及温度传感器总成,171_1,604_21,1,6,0.166666667
DDi75E300-60,尿素液位及温度传感器总成,171_23,3364_27,1,1,1
DDi75E300-60,尿素液位及温度传感器总成,171_3,934_5,1,1,1
DDi75E300-60,尿素液位及温度传感器总成,171_4,1624_2,8,141,0.056737589
DDi75E300-60,尿素液位及温度传感器总成,171_4,1720_9,4,141,0.028368794
DDi75E300-60,尿素液位及温度传感器总成,171_4,1722_9,2,141,0.014184397
DDi75E300-60,尿素液位及温度传感器总成,171_4,1761_17,13,141,0.092198582
DDi75E300-60,尿素液位及温度传感器总成,171_4,1761_18,1,141,0.007092199
DDi75E300-60,尿素液位及温度传感器总成,171_4,3226_9,1,141,0.007092199
DDi75E300-60,尿素液位及温度传感器总成,171_4,3364_17,3,141,0.021276596
DDi75E300-60,尿素液位及温度传感器总成,171_4,3364_27,4,141,0.028368794
DDi75E300-60,尿素液位及温度传感器总成,171_4,3364_9,1,141,0.007092199
DDi75E300-60,尿素液位及温度传感器总成,171_4,4201_2,1,141,0.007092199
DDi75E300-60,尿素液位及温度传感器总成,171_4,4365_3,1,141,0.007092199
DDi75E300-60,尿素液位及温度传感器总成,171_4,4750_16,1,141,0.007092199
DDi75E300-60,尿素液位及温度传感器总成,171_4,518003_5,1,141,0.007092199
DDi75E300-60,尿素液位及温度传感器总成,171_4,518004_5,1,141,0.007092199
DDi75E300-60,尿素液位及温度传感器总成,171_4,518006_5,2,141,0.014184397
DDi75E300-60,尿素液位及温度传感器总成,171_4,518110_6,1,141,0.007092199
DDi75E300-60,尿素液位及温度传感器总成,171_4,518123_13,3,141,0.021276596
DDi75E300-60,尿素液位及温度传感器总成,171_4,518123_6,3,141,0.021276596
DDi75E300-60,尿素液位及温度传感器总成,171_4,520243_0,3,141,0.021276596
DDi75E300-60,尿素液位及温度传感器总成,171_4,520243_23,1,141,0.007092199
DDi75E300-60,尿素液位及温度传感器总成,171_4,520253_11,2,141,0.014184397
DDi75E300-60,尿素液位及温度传感器总成,171_4,520291_22,8,141,0.056737589
DDi75E300-60,尿素液位及温度传感器总成,171_4,520519_2,3,141,0.021276596
DDi75E300-60,尿素液位及温度传感器总成,171_4,520521_2,2,141,0.014184397
DDi75E300-60,尿素液位及温度传感器总成,171_4,520522_2,1,141,0.007092199
DDi75E300-60,尿素液位及温度传感器总成,171_4,520524_2,43,141,0.304964539
DDi75E300-60,尿素液位及温度传感器总成,171_4,521024_2,2,141,0.014184397
DDi75E300-60,尿素液位及温度传感器总成,171_4,523006_4,1,141,0.007092199
DDi75E300-60,尿素液位及温度传感器总成,171_4,523014_8,8,141,0.056737589
DDi75E300-60,尿素液位及温度传感器总成,171_4,523025_12,1,141,0.007092199
DDi75E300-60,尿素液位及温度传感器总成,171_4,523026_12,2,141,0.014184397
DDi75E300-60,尿素液位及温度传感器总成,171_4,524000_7,7,141,0.04964539
DDi75E300-60,尿素液位及温度传感器总成,171_4,604_21,4,141,0.028368794
DDi75E300-60,尿素液位及温度传感器总成,171_4,尿素液位及温度传感器总成,2,141,0.014184397
DDi75E300-60,尿素液位及温度传感器总成,1720_9,1624_2,100,181,0.552486188
DDi75E300-60,尿素液位及温度传感器总成,1720_9,171_1,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,171_4,3,181,0.016574586
DDi75E300-60,尿素液位及温度传感器总成,1720_9,1721_9,6,181,0.033149171
DDi75E300-60,尿素液位及温度传感器总成,1720_9,1722_9,5,181,0.027624309
DDi75E300-60,尿素液位及温度传感器总成,1720_9,1761_17,5,181,0.027624309
DDi75E300-60,尿素液位及温度传感器总成,1720_9,1761_9,4,181,0.022099448
DDi75E300-60,尿素液位及温度传感器总成,1720_9,3364_17,2,181,0.011049724
DDi75E300-60,尿素液位及温度传感器总成,1720_9,3364_27,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,3364_7,4,181,0.022099448
DDi75E300-60,尿素液位及温度传感器总成,1720_9,4363_14,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,518109_5,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,520243_0,2,181,0.011049724
DDi75E300-60,尿素液位及温度传感器总成,1720_9,520243_24,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,520291_22,2,181,0.011049724
DDi75E300-60,尿素液位及温度传感器总成,1720_9,520467_2,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,520524_2,4,181,0.022099448
DDi75E300-60,尿素液位及温度传感器总成,1720_9,520540_2,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,520591_2,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,521021_2,2,181,0.011049724
DDi75E300-60,尿素液位及温度传感器总成,1720_9,521023_2,2,181,0.011049724
DDi75E300-60,尿素液位及温度传感器总成,1720_9,523001_3,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,523010_1,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,523014_8,9,181,0.049723757
DDi75E300-60,尿素液位及温度传感器总成,1720_9,523023_12,2,181,0.011049724
DDi75E300-60,尿素液位及温度传感器总成,1720_9,523027_12,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,523036_8,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,597_7,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,601_4,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,604_21,4,181,0.022099448
DDi75E300-60,尿素液位及温度传感器总成,1720_9,791_2,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,791_7,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1720_9,792_2,5,181,0.027624309
DDi75E300-60,尿素液位及温度传感器总成,1720_9,792_5,3,181,0.016574586
DDi75E300-60,尿素液位及温度传感器总成,1720_9,尿素液位及温度传感器总成,1,181,0.005524862
DDi75E300-60,尿素液位及温度传感器总成,1721_9,1624_2,4,43,0.093023256
DDi75E300-60,尿素液位及温度传感器总成,1721_9,1720_9,4,43,0.093023256
DDi75E300-60,尿素液位及温度传感器总成,1721_9,1722_9,17,43,0.395348837
DDi75E300-60,尿素液位及温度传感器总成,1721_9,1761_17,1,43,0.023255814
DDi75E300-60,尿素液位及温度传感器总成,1721_9,3364_17,1,43,0.023255814
DDi75E300-60,尿素液位及温度传感器总成,1721_9,4363_14,1,43,0.023255814
DDi75E300-60,尿素液位及温度传感器总成,1721_9,521021_2,4,43,0.093023256
DDi75E300-60,尿素液位及温度传感器总成,1721_9,521023_2,2,43,0.046511628
DDi75E300-60,尿素液位及温度传感器总成,1721_9,521024_2,3,43,0.069767442
DDi75E300-60,尿素液位及温度传感器总成,1721_9,523014_8,4,43,0.093023256
DDi75E300-60,尿素液位及温度传感器总成,1721_9,639_11,1,43,0.023255814
DDi75E300-60,尿素液位及温度传感器总成,1721_9,789_10,1,43,0.023255814
DDi75E300-60,尿素液位及温度传感器总成,1722_9,1624_2,3,41,0.073170732
DDi75E300-60,尿素液位及温度传感器总成,1722_9,171_4,1,41,0.024390244
DDi75E300-60,尿素液位及温度传感器总成,1722_9,1721_9,11,41,0.268292683
DDi75E300-60,尿素液位及温度传感器总成,1722_9,4363_14,1,41,0.024390244
DDi75E300-60,尿素液位及温度传感器总成,1722_9,521021_2,4,41,0.097560976
DDi75E300-60,尿素液位及温度传感器总成,1722_9,521023_2,4,41,0.097560976
DDi75E300-60,尿素液位及温度传感器总成,1722_9,521024_2,5,41,0.12195122
DDi75E300-60,尿素液位及温度传感器总成,1722_9,523009_8,1,41,0.024390244
DDi75E300-60,尿素液位及温度传感器总成,1722_9,523010_8,1,41,0.024390244
DDi75E300-60,尿素液位及温度传感器总成,1722_9,523013_8,2,41,0.048780488
DDi75E300-60,尿素液位及温度传感器总成,1722_9,523014_8,2,41,0.048780488
DDi75E300-60,尿素液位及温度传感器总成,1722_9,524022_2,1,41,0.024390244
DDi75E300-60,尿素液位及温度传感器总成,1722_9,639_11,4,41,0.097560976
DDi75E300-60,尿素液位及温度传感器总成,1722_9,639_9,1,41,0.024390244
DDi75E300-60,尿素液位及温度传感器总成,1761_1,1761_17,3,13,0.230769231
DDi75E300-60,尿素液位及温度传感器总成,1761_1,1761_18,1,13,0.076923077
DDi75E300-60,尿素液位及温度传感器总成,1761_1,520291_22,4,13,0.307692308
DDi75E300-60,尿素液位及温度传感器总成,1761_1,523008_8,1,13,0.076923077
DDi75E300-60,尿素液位及温度传感器总成,1761_1,523014_8,1,13,0.076923077
DDi75E300-60,尿素液位及温度传感器总成,1761_1,604_21,1,13,0.076923077
DDi75E300-60,尿素液位及温度传感器总成,1761_1,尿素液位及温度传感器总成,2,13,0.153846154
DDi75E300-60,尿素液位及温度传感器总成,1761_17,1241_1,1,83,0.012048193
