engine,part,src,dst,count,sum,prob
DDi50E190-60,尿素供液软管总成,1127_1,1241_1,1,8,0.125
DDi50E190-60,尿素供液软管总成,1127_1,4344_4,1,8,0.125
DDi50E190-60,尿素供液软管总成,1127_1,51_1,1,8,0.125
DDi50E190-60,尿素供液软管总成,1127_1,51_5,1,8,0.125
DDi50E190-60,尿素供液软管总成,1127_1,523000_4,2,8,0.25
DDi50E190-60,尿素供液软管总成,1127_1,523010_1,1,8,0.125
DDi50E190-60,尿素供液软管总成,1127_1,523036_8,1,8,0.125
DDi50E190-60,尿素供液软管总成,1241_1,1127_1,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,1241_1,520243_0,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,1241_1,523005_4,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,1241_1,791_1,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,1241_1,791_5,3,7,0.428571429
DDi50E190-60,尿素供液软管总成,132_3,132_6,5,6,0.833333333
DDi50E190-60,尿素供液软管总成,132_3,51_6,1,6,0.166666667
DDi50E190-60,尿素供液软管总成,132_6,51_6,1,6,0.166666667
DDi50E190-60,尿素供液软管总成,132_6,520241_12,1,6,0.166666667
DDi50E190-60,尿素供液软管总成,132_6,520243_21,1,6,0.166666667
DDi50E190-60,尿素供液软管总成,132_6,520277_4,1,6,0.166666667
DDi50E190-60,尿素供液软管总成,132_6,523000_4,1,6,0.166666667
DDi50E190-60,尿素供液软管总成,132_6,789_8,1,6,0.166666667
DDi50E190-60,尿素供液软管总成,1415_5,1418_5,1,1,1
DDi50E190-60,尿素供液软管总成,1417_5,1415_5,1,1,1
DDi50E190-60,尿素供液软管总成,1418_5,520243_0,1,1,1
DDi50E190-60,尿素供液软管总成,1442_11,520241_13,1,1,1
DDi50E190-60,尿素供液软管总成,1537_12,523014_8,1,1,1
DDi50E190-60,尿素供液软管总成,1542_4,1442_11,1,2,0.5
DDi50E190-60,尿素供液软管总成,1542_4,789_8,1,2,0.5
DDi50E190-60,尿素供液软管总成,1543_4,1542_4,2,2,1
DDi50E190-60,尿素供液软管总成,157_3,132_6,1,4,0.25
DDi50E190-60,尿素供液软管总成,157_3,27_4,1,4,0.25
DDi50E190-60,尿素供液软管总成,157_3,51_6,1,4,0.25
DDi50E190-60,尿素供液软管总成,157_3,520241_12,1,4,0.25
DDi50E190-60,尿素供液软管总成,168_3,523004_4,1,1,1
DDi50E190-60,尿素供液软管总成,168_4,523036_8,2,2,1
DDi50E190-60,尿素供液软管总成,1761_1,1761_17,2,8,0.25
DDi50E190-60,尿素供液软管总成,1761_1,520291_22,6,8,0.75
DDi50E190-60,尿素供液软管总成,1761_17,1241_1,1,19,0.052631579
DDi50E190-60,尿素供液软管总成,1761_17,1761_1,1,19,0.052631579
DDi50E190-60,尿素供液软管总成,1761_17,1761_18,9,19,0.473684211
DDi50E190-60,尿素供液软管总成,1761_17,520277_4,1,19,0.052631579
DDi50E190-60,尿素供液软管总成,1761_17,523000_4,2,19,0.105263158
DDi50E190-60,尿素供液软管总成,1761_17,523004_4,1,19,0.052631579
DDi50E190-60,尿素供液软管总成,1761_17,523036_8,2,19,0.105263158
DDi50E190-60,尿素供液软管总成,1761_17,523041_1,1,19,0.052631579
DDi50E190-60,尿素供液软管总成,1761_17,791_1,1,19,0.052631579
DDi50E190-60,尿素供液软管总成,1761_18,1761_1,4,10,0.4
DDi50E190-60,尿素供液软管总成,1761_18,1761_17,2,10,0.2
DDi50E190-60,尿素供液软管总成,1761_18,4376_5,1,10,0.1
DDi50E190-60,尿素供液软管总成,1761_18,520291_22,1,10,0.1
DDi50E190-60,尿素供液软管总成,1761_18,523036_8,1,10,0.1
DDi50E190-60,尿素供液软管总成,1761_18,尿素供液软管总成,1,10,0.1
DDi50E190-60,尿素供液软管总成,1761_9,3363_5,1,2,0.5
DDi50E190-60,尿素供液软管总成,1761_9,3364_27,1,2,0.5
DDi50E190-60,尿素供液软管总成,27_4,132_3,1,4,0.25
DDi50E190-60,尿素供液软管总成,27_4,157_3,1,4,0.25
DDi50E190-60,尿素供液软管总成,27_4,520243_21,1,4,0.25
DDi50E190-60,尿素供液软管总成,27_4,524000_7,1,4,0.25
DDi50E190-60,尿素供液软管总成,2898_5,518111_5,1,8,0.125
DDi50E190-60,尿素供液软管总成,2898_5,518115_5,1,8,0.125
DDi50E190-60,尿素供液软管总成,2898_5,523004_4,2,8,0.25
DDi50E190-60,尿素供液软管总成,2898_5,523005_4,3,8,0.375
DDi50E190-60,尿素供液软管总成,2898_5,523041_1,1,8,0.125
DDi50E190-60,尿素供液软管总成,3216_9,3251_9,1,1,1
DDi50E190-60,尿素供液软管总成,3226_9,520243_0,1,1,1
DDi50E190-60,尿素供液软管总成,3251_9,3226_9,1,1,1
DDi50E190-60,尿素供液软管总成,3361_22,尿素供液软管总成,1,1,1
DDi50E190-60,尿素供液软管总成,3363_5,3364_9,1,1,1
DDi50E190-60,尿素供液软管总成,3364_17,51_1,2,3,0.666666667
DDi50E190-60,尿素供液软管总成,3364_17,523036_8,1,3,0.333333333
DDi50E190-60,尿素供液软管总成,3364_27,3364_7,1,2,0.5
DDi50E190-60,尿素供液软管总成,3364_27,523000_4,1,2,0.5
DDi50E190-60,尿素供液软管总成,3364_7,51_1,1,3,0.333333333
DDi50E190-60,尿素供液软管总成,3364_7,523000_4,2,3,0.666666667
DDi50E190-60,尿素供液软管总成,3364_9,1761_9,1,2,0.5
DDi50E190-60,尿素供液软管总成,3364_9,3364_27,1,2,0.5
DDi50E190-60,尿素供液软管总成,4201_2,520241_12,1,1,1
DDi50E190-60,尿素供液软管总成,4340_4,520507_2,1,1,1
DDi50E190-60,尿素供液软管总成,4340_5,4346_5,1,1,1
DDi50E190-60,尿素供液软管总成,4344_4,5491_5,2,2,1
DDi50E190-60,尿素供液软管总成,4346_3,4355_20,3,11,0.272727273
DDi50E190-60,尿素供液软管总成,4346_3,523000_4,3,11,0.272727273
DDi50E190-60,尿素供液软管总成,4346_3,523004_4,3,11,0.272727273
DDi50E190-60,尿素供液软管总成,4346_3,523005_4,2,11,0.181818182
DDi50E190-60,尿素供液软管总成,4346_5,1761_17,1,3,0.333333333
DDi50E190-60,尿素供液软管总成,4346_5,523014_8,1,3,0.333333333
DDi50E190-60,尿素供液软管总成,4346_5,尿素供液软管总成,1,3,0.333333333
DDi50E190-60,尿素供液软管总成,4355_20,1127_1,1,4,0.25
DDi50E190-60,尿素供液软管总成,4355_20,4346_3,2,4,0.5
DDi50E190-60,尿素供液软管总成,4355_20,523004_4,1,4,0.25
DDi50E190-60,尿素供液软管总成,4363_14,1537_12,1,4,0.25
DDi50E190-60,尿素供液软管总成,4363_14,523001_3,1,4,0.25
DDi50E190-60,尿素供液软管总成,4363_14,523041_1,1,4,0.25
DDi50E190-60,尿素供液软管总成,4363_14,524000_7,1,4,0.25
DDi50E190-60,尿素供液软管总成,4376_5,4340_5,1,5,0.2
DDi50E190-60,尿素供液软管总成,4376_5,520277_4,3,5,0.6
DDi50E190-60,尿素供液软管总成,4376_5,尿素供液软管总成,1,5,0.2
DDi50E190-60,尿素供液软管总成,518001_5,523000_4,2,3,0.666666667
DDi50E190-60,尿素供液软管总成,518001_5,523036_8,1,3,0.333333333
DDi50E190-60,尿素供液软管总成,518001_6,518006_6,2,2,1
DDi50E190-60,尿素供液软管总成,518006_5,518017_1,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,518006_5,523000_4,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,518006_5,523004_4,2,7,0.285714286
DDi50E190-60,尿素供液软管总成,518006_5,523005_4,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,518006_5,523014_8,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,518006_5,523036_8,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,518006_6,3364_17,1,2,0.5
DDi50E190-60,尿素供液软管总成,518006_6,尿素供液软管总成,1,2,0.5
DDi50E190-60,尿素供液软管总成,518010_5,518006_5,1,1,1
DDi50E190-60,尿素供液软管总成,518017_1,518010_5,1,2,0.5
DDi50E190-60,尿素供液软管总成,518017_1,518151_1,1,2,0.5
DDi50E190-60,尿素供液软管总成,518110_5,2898_5,1,4,0.25
DDi50E190-60,尿素供液软管总成,518110_5,518114_5,2,4,0.5
DDi50E190-60,尿素供液软管总成,518110_5,518115_5,1,4,0.25
DDi50E190-60,尿素供液软管总成,518111_5,518110_5,1,4,0.25
DDi50E190-60,尿素供液软管总成,518111_5,518112_5,1,4,0.25
DDi50E190-60,尿素供液软管总成,518111_5,518115_5,1,4,0.25
DDi50E190-60,尿素供液软管总成,518111_5,523001_3,1,4,0.25
DDi50E190-60,尿素供液软管总成,518111_6,791_1,2,4,0.5
DDi50E190-60,尿素供液软管总成,518111_6,791_5,2,4,0.5
DDi50E190-60,尿素供液软管总成,518112_5,518113_5,1,4,0.25
DDi50E190-60,尿素供液软管总成,518112_5,518114_5,2,4,0.5
DDi50E190-60,尿素供液软管总成,518112_5,518115_5,1,4,0.25
DDi50E190-60,尿素供液软管总成,518113_5,518110_5,1,2,0.5
DDi50E190-60,尿素供液软管总成,518113_5,518112_5,1,2,0.5
DDi50E190-60,尿素供液软管总成,518114_5,518110_5,1,4,0.25
DDi50E190-60,尿素供液软管总成,518114_5,518111_5,2,4,0.5
DDi50E190-60,尿素供液软管总成,518114_5,523000_4,1,4,0.25
DDi50E190-60,尿素供液软管总成,518115_5,518112_5,1,4,0.25
DDi50E190-60,尿素供液软管总成,518115_5,518113_5,1,4,0.25
DDi50E190-60,尿素供液软管总成,518115_5,523014_8,1,4,0.25
DDi50E190-60,尿素供液软管总成,518115_5,523036_8,1,4,0.25
DDi50E190-60,尿素供液软管总成,518151_1,518017_1,1,2,0.5
DDi50E190-60,尿素供液软管总成,518151_1,789_10,1,2,0.5
DDi50E190-60,尿素供液软管总成,51_1,3364_17,1,12,0.083333333
DDi50E190-60,尿素供液软管总成,51_1,3364_7,1,12,0.083333333
DDi50E190-60,尿素供液软管总成,51_1,523000_4,5,12,0.416666667
DDi50E190-60,尿素供液软管总成,51_1,523004_4,1,12,0.083333333
DDi50E190-60,尿素供液软管总成,51_1,523014_8,1,12,0.083333333
DDi50E190-60,尿素供液软管总成,51_1,523036_8,1,12,0.083333333
DDi50E190-60,尿素供液软管总成,51_1,791_5,1,12,0.083333333
DDi50E190-60,尿素供液软管总成,51_1,尿素供液软管总成,1,12,0.083333333
DDi50E190-60,尿素供液软管总成,51_5,132_3,1,2,0.5
DDi50E190-60,尿素供液软管总成,51_5,523000_4,1,2,0.5
DDi50E190-60,尿素供液软管总成,51_6,132_3,1,4,0.25
DDi50E190-60,尿素供液软管总成,51_6,157_3,3,4,0.75
DDi50E190-60,尿素供液软管总成,520241_12,1543_4,1,3,0.333333333
DDi50E190-60,尿素供液软管总成,520241_12,27_4,1,3,0.333333333
DDi50E190-60,尿素供液软管总成,520241_12,520241_20,1,3,0.333333333
DDi50E190-60,尿素供液软管总成,520241_13,1761_17,1,1,1
DDi50E190-60,尿素供液软管总成,520241_20,523000_4,1,1,1
DDi50E190-60,尿素供液软管总成,520243_0,1417_5,1,8,0.125
DDi50E190-60,尿素供液软管总成,520243_0,1543_4,1,8,0.125
DDi50E190-60,尿素供液软管总成,520243_0,520524_2,1,8,0.125
DDi50E190-60,尿素供液软管总成,520243_0,520540_2,3,8,0.375
DDi50E190-60,尿素供液软管总成,520243_0,791_5,1,8,0.125
DDi50E190-60,尿素供液软管总成,520243_0,98_4,1,8,0.125
DDi50E190-60,尿素供液软管总成,520243_20,523041_1,1,1,1
DDi50E190-60,尿素供液软管总成,520243_21,132_3,1,2,0.5
DDi50E190-60,尿素供液软管总成,520243_21,4201_2,1,2,0.5
DDi50E190-60,尿素供液软管总成,520252_2,521022_2,1,1,1
DDi50E190-60,尿素供液软管总成,520277_4,4346_5,2,6,0.333333333
DDi50E190-60,尿素供液软管总成,520277_4,4376_5,4,6,0.666666667
DDi50E190-60,尿素供液软管总成,520291_22,1761_1,2,13,0.153846154
DDi50E190-60,尿素供液软管总成,520291_22,1761_17,1,13,0.076923077
DDi50E190-60,尿素供液软管总成,520291_22,1761_18,1,13,0.076923077
DDi50E190-60,尿素供液软管总成,520291_22,520540_2,2,13,0.153846154
DDi50E190-60,尿素供液软管总成,520291_22,521022_2,1,13,0.076923077
DDi50E190-60,尿素供液软管总成,520291_22,523000_4,1,13,0.076923077
DDi50E190-60,尿素供液软管总成,520291_22,523014_8,2,13,0.153846154
DDi50E190-60,尿素供液软管总成,520291_22,523041_1,2,13,0.153846154
DDi50E190-60,尿素供液软管总成,520291_22,尿素供液软管总成,1,13,0.076923077
DDi50E190-60,尿素供液软管总成,520507_2,520277_4,1,1,1
DDi50E190-60,尿素供液软管总成,520524_2,523000_4,3,7,0.428571429
DDi50E190-60,尿素供液软管总成,520524_2,523004_4,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,520524_2,523005_4,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,520524_2,523014_8,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,520524_2,523036_8,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,520540_2,520243_0,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,520540_2,523000_4,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,520540_2,523005_4,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,520540_2,523041_1,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,520540_2,791_1,2,7,0.285714286
DDi50E190-60,尿素供液软管总成,520540_2,791_5,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,521021_2,168_3,1,6,0.166666667
DDi50E190-60,尿素供液软管总成,521021_2,521022_2,1,6,0.166666667
DDi50E190-60,尿素供液软管总成,521021_2,521023_2,3,6,0.5
DDi50E190-60,尿素供液软管总成,521021_2,尿素供液软管总成,1,6,0.166666667
DDi50E190-60,尿素供液软管总成,521022_2,521021_2,3,8,0.375
DDi50E190-60,尿素供液软管总成,521022_2,521023_2,1,8,0.125
DDi50E190-60,尿素供液软管总成,521022_2,521024_2,1,8,0.125
DDi50E190-60,尿素供液软管总成,521022_2,523000_4,1,8,0.125
DDi50E190-60,尿素供液软管总成,521022_2,523009_8,1,8,0.125
DDi50E190-60,尿素供液软管总成,521022_2,524000_7,1,8,0.125
DDi50E190-60,尿素供液软管总成,521023_2,521022_2,2,6,0.333333333
DDi50E190-60,尿素供液软管总成,521023_2,521024_2,2,6,0.333333333
DDi50E190-60,尿素供液软管总成,521023_2,523014_8,1,6,0.166666667
DDi50E190-60,尿素供液软管总成,521023_2,523036_8,1,6,0.166666667
DDi50E190-60,尿素供液软管总成,521024_2,51_5,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,521024_2,521021_2,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,521024_2,521023_2,2,7,0.285714286
DDi50E190-60,尿素供液软管总成,521024_2,523000_4,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,521024_2,523014_8,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,521024_2,523041_1,1,7,0.142857143
DDi50E190-60,尿素供液软管总成,523000_4,1127_1,1,311,0.003215434
DDi50E190-60,尿素供液软管总成,523000_4,168_4,1,311,0.003215434
DDi50E190-60,尿素供液软管总成,523000_4,1761_1,1,311,0.003215434
DDi50E190-60,尿素供液软管总成,523000_4,2898_5,2,311,0.006430868
DDi50E190-60,尿素供液软管总成,523000_4,4346_3,2,311,0.006430868
DDi50E190-60,尿素供液软管总成,523000_4,518001_5,2,311,0.006430868
DDi50E190-60,尿素供液软管总成,523000_4,518006_5,1,311,0.003215434
DDi50E190-60,尿素供液软管总成,523000_4,518151_1,1,311,0.003215434
DDi50E190-60,尿素供液软管总成,523000_4,51_1,1,311,0.003215434
DDi50E190-60,尿素供液软管总成,523000_4,520524_2,2,311,0.006430868
DDi50E190-60,尿素供液软管总成,523000_4,523004_4,122,311,0.392282958
DDi50E190-60,尿素供液软管总成,523000_4,523005_4,82,311,0.263665595
DDi50E190-60,尿素供液软管总成,523000_4,523014_8,9,311,0.028938907
DDi50E190-60,尿素供液软管总成,523000_4,523036_8,74,311,0.237942122
DDi50E190-60,尿素供液软管总成,523000_4,523041_1,8,311,0.025723473
DDi50E190-60,尿素供液软管总成,523000_4,尿素供液软管总成,2,311,0.006430868
DDi50E190-60,尿素供液软管总成,523001_3,518001_6,1,2,0.5
DDi50E190-60,尿素供液软管总成,523001_3,518110_5,1,2,0.5
DDi50E190-60,尿素供液软管总成,523004_4,1241_1,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523004_4,132_3,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523004_4,1761_17,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523004_4,27_4,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523004_4,3364_7,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523004_4,4363_14,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523004_4,51_6,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523004_4,520291_22,2,331,0.006042296
DDi50E190-60,尿素供液软管总成,523004_4,523000_4,55,331,0.166163142
DDi50E190-60,尿素供液软管总成,523004_4,523005_4,150,331,0.453172205
DDi50E190-60,尿素供液软管总成,523004_4,523014_8,6,331,0.018126888
DDi50E190-60,尿素供液软管总成,523004_4,523036_8,105,331,0.317220544
DDi50E190-60,尿素供液软管总成,523004_4,523041_1,4,331,0.012084592
DDi50E190-60,尿素供液软管总成,523004_4,尿素供液软管总成,2,331,0.006042296
DDi50E190-60,尿素供液软管总成,523005_4,1127_1,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523005_4,1761_17,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523005_4,1761_9,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523005_4,2898_5,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523005_4,3364_9,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523005_4,4346_3,2,331,0.006042296
DDi50E190-60,尿素供液软管总成,523005_4,518006_5,2,331,0.006042296
DDi50E190-60,尿素供液软管总成,523005_4,518112_5,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523005_4,51_1,2,331,0.006042296
DDi50E190-60,尿素供液软管总成,523005_4,520252_2,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523005_4,520291_22,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523005_4,523000_4,73,331,0.220543807
DDi50E190-60,尿素供液软管总成,523005_4,523004_4,93,331,0.280966767
DDi50E190-60,尿素供液软管总成,523005_4,523010_1,1,331,0.003021148
DDi50E190-60,尿素供液软管总成,523005_4,523014_8,13,331,0.039274924
DDi50E190-60,尿素供液软管总成,523005_4,523036_8,129,331,0.389728097
DDi50E190-60,尿素供液软管总成,523005_4,523041_1,8,331,0.024169184
DDi50E190-60,尿素供液软管总成,523009_8,523000_4,1,1,1
DDi50E190-60,尿素供液软管总成,523010_1,1761_17,2,4,0.5
DDi50E190-60,尿素供液软管总成,523010_1,520291_22,1,4,0.25
DDi50E190-60,尿素供液软管总成,523010_1,523041_1,1,4,0.25
DDi50E190-60,尿素供液软管总成,523014_8,168_4,1,65,0.015384615
DDi50E190-60,尿素供液软管总成,523014_8,1761_17,2,65,0.030769231
DDi50E190-60,尿素供液软管总成,523014_8,2898_5,2,65,0.030769231
DDi50E190-60,尿素供液软管总成,523014_8,4346_3,2,65,0.030769231
DDi50E190-60,尿素供液软管总成,523014_8,518001_5,1,65,0.015384615
DDi50E190-60,尿素供液软管总成,523014_8,51_1,1,65,0.015384615
DDi50E190-60,尿素供液软管总成,523014_8,520243_20,1,65,0.015384615
DDi50E190-60,尿素供液软管总成,523014_8,520524_2,1,65,0.015384615
DDi50E190-60,尿素供液软管总成,523014_8,521021_2,1,65,0.015384615
DDi50E190-60,尿素供液软管总成,523014_8,521022_2,2,65,0.030769231
DDi50E190-60,尿素供液软管总成,523014_8,521024_2,2,65,0.030769231
DDi50E190-60,尿素供液软管总成,523014_8,523000_4,18,65,0.276923077
DDi50E190-60,尿素供液软管总成,523014_8,523004_4,8,65,0.123076923
DDi50E190-60,尿素供液软管总成,523014_8,523005_4,7,65,0.107692308
DDi50E190-60,尿素供液软管总成,523014_8,523010_1,2,65,0.030769231
DDi50E190-60,尿素供液软管总成,523014_8,523036_8,3,65,0.046153846
DDi50E190-60,尿素供液软管总成,523014_8,523041_1,11,65,0.169230769
DDi50E190-60,尿素供液软管总成,523023_12,523024_12,1,2,0.5
DDi50E190-60,尿素供液软管总成,523023_12,523026_12,1,2,0.5
DDi50E190-60,尿素供液软管总成,523024_12,523025_12,1,2,0.5
DDi50E190-60,尿素供液软管总成,523024_12,523026_12,1,2,0.5
DDi50E190-60,尿素供液软管总成,523025_12,518001_6,1,2,0.5
DDi50E190-60,尿素供液软管总成,523025_12,523023_12,1,2,0.5
DDi50E190-60,尿素供液软管总成,523026_12,523024_12,1,2,0.5
DDi50E190-60,尿素供液软管总成,523026_12,523036_8,1,2,0.5
DDi50E190-60,尿素供液软管总成,523036_8,1127_1,1,334,0.002994012
DDi50E190-60,尿素供液软管总成,523036_8,1761_17,2,334,0.005988024
DDi50E190-60,尿素供液软管总成,523036_8,3364_17,1,334,0.002994012
DDi50E190-60,尿素供液软管总成,523036_8,4344_4,1,334,0.002994012
DDi50E190-60,尿素供液软管总成,523036_8,4346_3,2,334,0.005988024
DDi50E190-60,尿素供液软管总成,523036_8,4355_20,1,334,0.002994012
DDi50E190-60,尿素供液软管总成,523036_8,518111_5,1,334,0.002994012
DDi50E190-60,尿素供液软管总成,523036_8,51_1,3,334,0.008982036
DDi50E190-60,尿素供液软管总成,523036_8,520243_0,1,334,0.002994012
DDi50E190-60,尿素供液软管总成,523036_8,520291_22,1,334,0.002994012
DDi50E190-60,尿素供液软管总成,523036_8,520524_2,2,334,0.005988024
DDi50E190-60,尿素供液软管总成,523036_8,521021_2,1,334,0.002994012
DDi50E190-60,尿素供液软管总成,523036_8,523000_4,119,334,0.356287425
DDi50E190-60,尿素供液软管总成,523036_8,523004_4,87,334,0.260479042
DDi50E190-60,尿素供液软管总成,523036_8,523005_4,80,334,0.239520958
DDi50E190-60,尿素供液软管总成,523036_8,523014_8,13,334,0.038922156
DDi50E190-60,尿素供液软管总成,523036_8,523023_12,1,334,0.002994012
DDi50E190-60,尿素供液软管总成,523036_8,523025_12,1,334,0.002994012
DDi50E190-60,尿素供液软管总成,523036_8,523041_1,11,334,0.032934132
DDi50E190-60,尿素供液软管总成,523036_8,789_5,1,334,0.002994012
DDi50E190-60,尿素供液软管总成,523036_8,790_10,2,334,0.005988024
DDi50E190-60,尿素供液软管总成,523036_8,尿素供液软管总成,2,334,0.005988024
DDi50E190-60,尿素供液软管总成,523041_1,1127_1,1,53,0.018867925
DDi50E190-60,尿素供液软管总成,523041_1,132_3,1,53,0.018867925
DDi50E190-60,尿素供液软管总成,523041_1,1761_17,1,53,0.018867925
DDi50E190-60,尿素供液软管总成,523041_1,2898_5,2,53,0.037735849
DDi50E190-60,尿素供液软管总成,523041_1,518006_5,1,53,0.018867925
DDi50E190-60,尿素供液软管总成,523041_1,520243_0,1,53,0.018867925
DDi50E190-60,尿素供液软管总成,523041_1,520291_22,1,53,0.018867925
DDi50E190-60,尿素供液软管总成,523041_1,520540_2,1,53,0.018867925
DDi50E190-60,尿素供液软管总成,523041_1,521022_2,1,53,0.018867925
DDi50E190-60,尿素供液软管总成,523041_1,523000_4,10,53,0.188679245
DDi50E190-60,尿素供液软管总成,523041_1,523004_4,7,53,0.132075472
DDi50E190-60,尿素供液软管总成,523041_1,523005_4,3,53,0.056603774
DDi50E190-60,尿素供液软管总成,523041_1,523014_8,14,53,0.264150943
DDi50E190-60,尿素供液软管总成,523041_1,523036_8,5,53,0.094339623
DDi50E190-60,尿素供液软管总成,523041_1,5743_9,1,53,0.018867925
DDi50E190-60,尿素供液软管总成,523041_1,789_8,1,53,0.018867925
DDi50E190-60,尿素供液软管总成,523041_1,尿素供液软管总成,2,53,0.037735849
DDi50E190-60,尿素供液软管总成,524000_7,4363_14,1,3,0.333333333
DDi50E190-60,尿素供液软管总成,524000_7,523000_4,1,3,0.333333333
DDi50E190-60,尿素供液软管总成,524000_7,523036_8,1,3,0.333333333
DDi50E190-60,尿素供液软管总成,5285_18,1761_17,1,1,1
DDi50E190-60,尿素供液软管总成,5491_5,4340_4,1,2,0.5
DDi50E190-60,尿素供液软管总成,5491_5,521024_2,1,2,0.5
DDi50E190-60,尿素供液软管总成,5743_9,3216_9,1,1,1
DDi50E190-60,尿素供液软管总成,789_10,1761_17,1,4,0.25
DDi50E190-60,尿素供液软管总成,789_10,523000_4,1,4,0.25
DDi50E190-60,尿素供液软管总成,789_10,790_10,2,4,0.5
DDi50E190-60,尿素供液软管总成,789_5,523036_8,1,1,1
DDi50E190-60,尿素供液软管总成,789_8,790_8,4,4,1
DDi50E190-60,尿素供液软管总成,790_10,3361_22,1,4,0.25
DDi50E190-60,尿素供液软管总成,790_10,518006_5,1,4,0.25
DDi50E190-60,尿素供液软管总成,790_10,789_10,2,4,0.5
DDi50E190-60,尿素供液软管总成,790_8,1127_1,2,4,0.5
DDi50E190-60,尿素供液软管总成,790_8,27_4,1,4,0.25
DDi50E190-60,尿素供液软管总成,790_8,98_4,1,4,0.25
DDi50E190-60,尿素供液软管总成,791_1,1241_1,3,24,0.125
DDi50E190-60,尿素供液软管总成,791_1,1761_17,1,24,0.041666667
DDi50E190-60,尿素供液软管总成,791_1,518111_6,1,24,0.041666667
DDi50E190-60,尿素供液软管总成,791_1,51_1,1,24,0.041666667
DDi50E190-60,尿素供液软管总成,791_1,520243_0,2,24,0.083333333
DDi50E190-60,尿素供液软管总成,791_1,791_2,1,24,0.041666667
DDi50E190-60,尿素供液软管总成,791_1,791_5,14,24,0.583333333
DDi50E190-60,尿素供液软管总成,791_1,尿素供液软管总成,1,24,0.041666667
DDi50E190-60,尿素供液软管总成,791_2,791_1,1,1,1
DDi50E190-60,尿素供液软管总成,791_5,1241_1,1,22,0.045454545
DDi50E190-60,尿素供液软管总成,791_5,518111_6,3,22,0.136363636
DDi50E190-60,尿素供液软管总成,791_5,520540_2,1,22,0.045454545
DDi50E190-60,尿素供液软管总成,791_5,791_1,17,22,0.772727273
DDi50E190-60,尿素供液软管总成,98_4,5285_18,1,2,0.5
DDi50E190-60,尿素供液软管总成,98_4,789_8,1,2,0.5
DDi50E190-60,尿素液位及温度传感器总成,100_17,1127_0,1,3,0.333333333
DDi50E190-60,尿素液位及温度传感器总成,100_17,4750_16,1,3,0.333333333
DDi50E190-60,尿素液位及温度传感器总成,100_17,523005_4,1,3,0.333333333
DDi50E190-60,尿素液位及温度传感器总成,102_18,521021_2,1,1,1
DDi50E190-60,尿素液位及温度传感器总成,110_18,1127_0,1,10,0.1
DDi50E190-60,尿素液位及温度传感器总成,110_18,518111_5,1,10,0.1
DDi50E190-60,尿素液位及温度传感器总成,110_18,520243_0,2,10,0.2
DDi50E190-60,尿素液位及温度传感器总成,110_18,521024_2,1,10,0.1
DDi50E190-60,尿素液位及温度传感器总成,110_18,523000_4,2,10,0.2
DDi50E190-60,尿素液位及温度传感器总成,110_18,523004_4,1,10,0.1
DDi50E190-60,尿素液位及温度传感器总成,110_18,523036_8,2,10,0.2
DDi50E190-60,尿素液位及温度传感器总成,110_5,523004_4,1,2,0.5
DDi50E190-60,尿素液位及温度传感器总成,110_5,523041_1,1,2,0.5
DDi50E190-60,尿素液位及温度传感器总成,1127_0,100_17,1,28,0.035714286
DDi50E190-60,尿素液位及温度传感器总成,1127_0,110_18,1,28,0.035714286
